design_name,design_id,num_ips,lut_util_pct,ff_util_pct,slice_util_pct,bram_util_pct,dsp_util_pct,io_util_pct,synth_lut_util_pct,synth_ff_util_pct,synth_bram_util_pct,synth_dsp_util_pct,wns_ns,tns_ns,failing_endpoints,total_endpoints,logic_levels,max_logic_levels,data_path_delay_ns,clk_period_ns,congestion_north_pct,congestion_south_pct,congestion_east_pct,congestion_west_pct,congestion_max_pct,has_congestion_hotspot,synth_elapsed_s,opt_elapsed_s,place_elapsed_s,route_elapsed_s,impl_elapsed_s,total_elapsed_s
design_1860,1860,4,2.23,1.3,3.53,1.64,0.0,19.2,,,,,1.171,0.0,0,8126,6,17,7.087,8.333,,,,,,,23.0,16.0,14.0,47.0,77.0,100.0
design_1861,1861,8,2.99,2.09,6.05,0.0,0.0,26.6,,,,,-0.741,-22.219,78,14385,7,11,8.447,8.333,36.036,50.4505,55.8824,52.9412,55.8824,False,26.0,11.0,27.0,57.0,95.0,121.0
design_1862,1862,3,1.49,0.86,2.39,0.82,0.0,15.8,,,,,0.513,0.0,0,5042,7,14,7.75,8.333,,,,,,,25.0,12.0,11.0,45.0,68.0,93.0
design_1863,1863,5,1.65,1.01,2.91,0.0,0.0,57.0,,,,,-30.246,-492.008,81,5724,59,59,38.219,8.333,46.8468,40.5405,48.5294,44.1176,48.5294,False,23.0,10.0,26.0,56.0,92.0,115.0
design_1864,1864,6,4.52,3.1,6.55,2.74,5.41,95.2,,,,,0.686,0.0,0,17746,0,11,6.719,8.333,,,,,,,27.0,15.0,23.0,47.0,85.0,112.0
design_1865,1865,5,3.9,0.54,4.58,0.27,0.0,24.0,,,,,-0.35,-0.35,1,3391,0,9,1.383,8.333,56.7568,58.5586,52.9412,51.4706,58.5586,False,24.0,12.0,13.0,40.0,65.0,89.0
design_1866,1866,3,6.63,4.02,11.34,4.38,4.46,1.4,,,,,-0.442,-2.639,11,26674,12,19,8.625,8.333,70.2703,78.3784,88.2353,79.4118,88.2353,True,24.0,13.0,45.0,71.0,129.0,153.0
design_1867,1867,13,9.4,5.37,14.45,2.19,2.16,10.2,,,,,0.318,0.0,0,35712,7,12,7.624,8.333,,,,,,,28.0,27.0,61.0,65.0,153.0,181.0
design_1868,1868,16,2.46,1.49,4.19,0.0,0.0,32.2,,,,,0.559,0.0,0,8389,6,9,7.323,8.333,,,,,,,26.0,19.0,15.0,47.0,81.0,107.0
design_1869,1869,11,20.01,12.96,33.06,0.0,12.16,69.4,,,,,-0.275,-19.327,397,90150,7,19,8.517,8.333,84.6847,86.4865,95.5882,83.8235,95.5882,True,26.0,33.0,128.0,144.0,305.0,331.0
design_1870,1870,16,19.89,11.21,29.83,2.74,0.81,40.8,,,,,-0.233,-2.709,34,107880,10,15,8.633,8.333,79.2793,64.8649,73.5294,86.7647,86.7647,True,28.0,27.0,112.0,133.0,272.0,300.0
design_1871,1871,9,15.27,8.69,22.04,2.47,0.54,36.4,,,,,-0.416,-14.078,172,57364,12,23,8.682,8.333,65.7658,53.1532,76.4706,87.1324,87.1324,True,29.0,29.0,88.0,103.0,220.0,249.0
design_1872,1872,12,28.62,14.99,48.28,4.11,2.16,23.0,,,,,-4.942,-40675.457,28535,106641,16,16,12.794,8.333,78.3784,88.2883,97.0588,89.7059,97.0588,True,31.0,47.0,173.0,190.0,410.0,441.0
design_1873,1873,2,0.39,0.39,0.92,0.0,1.22,29.2,,,,,-1.447,-72.847,65,2140,2,14,8.143,8.333,36.036,27.027,48.5294,54.4118,54.4118,False,25.0,9.0,15.0,36.0,60.0,85.0
design_1874,1874,5,7.52,4.01,8.91,0.55,0.81,5.2,,,,,0.151,0.0,0,22524,0,20,6.96,8.333,,,,,,,24.0,13.0,29.0,59.0,101.0,125.0
design_1875,1875,14,24.54,15.69,42.57,3.01,6.49,52.8,,,,,-0.099,-3.512,158,135671,8,21,8.352,8.333,66.6667,63.964,82.3529,85.2941,85.2941,True,28.0,36.0,167.0,152.0,355.0,383.0
design_1876,1876,18,19.15,11.68,31.92,0.0,1.76,24.0,,,,,-0.383,-12.368,114,100490,0,14,8.003,8.333,67.5676,72.0721,82.3529,69.1176,82.3529,False,27.0,27.0,118.0,124.0,269.0,296.0
design_1877,1877,14,14.93,8.9,24.36,0.0,2.16,28.2,,,,,-54.377,-34312.305,7053,62637,167,15,61.892,8.333,51.3514,60.3604,66.1765,64.7059,66.1765,False,29.0,34.0,91.0,155.0,280.0,309.0
design_1878,1878,6,5.67,3.37,8.07,0.0,2.97,7.6,,,,,-0.241,-0.289,3,18521,0,13,1.018,8.333,58.5586,63.0631,69.1176,70.5882,70.5882,False,24.0,14.0,36.0,56.0,106.0,130.0
design_1879,1879,5,10.99,8.71,17.06,0.0,6.35,4.8,,,,,0.186,0.0,0,48382,0,23,7.324,8.333,,,,,,,25.0,101.0,56.0,108.0,265.0,290.0
design_1880,1880,15,6.22,4.28,9.93,0.0,2.97,16.2,,,,,-0.67,-126.26,537,27091,8,20,8.926,8.333,72.973,65.7658,76.4706,94.1176,94.1176,True,27.0,20.0,38.0,71.0,129.0,156.0
design_1881,1881,5,3.88,1.2,5.54,0.0,0.0,7.6,,,,,-110.854,-3511.034,118,6228,331,14,118.429,8.333,68.4685,79.2793,76.4706,77.9412,79.2793,False,23.0,12.0,41.0,74.0,127.0,150.0
design_1882,1882,13,13.45,9.12,24.04,24.38,6.49,28.2,,,,,-0.987,-81.904,266,64833,10,14,9.304,8.333,61.2613,66.6667,70.5882,82.3529,82.3529,False,27.0,34.0,85.0,118.0,237.0,264.0
design_1883,1883,13,24.8,13.89,37.68,0.0,0.81,43.2,,,,,-0.202,-0.987,11,145924,7,12,7.531,8.333,79.2793,70.2703,77.9412,85.2941,85.2941,True,28.0,33.0,150.0,159.0,342.0,370.0
design_1884,1884,10,9.4,6.02,16.21,3.84,2.3,23.2,,,,,-0.357,-13.661,96,37610,12,15,8.076,8.333,55.8559,65.7658,63.2353,67.6471,67.6471,False,27.0,26.0,62.0,102.0,190.0,217.0
design_1885,1885,9,7.15,4.44,13.32,5.21,4.59,61.0,,,,,-1.29,-70.346,211,31612,14,16,9.545,8.333,66.6667,73.8739,79.4118,75.0,79.4118,False,26.0,27.0,65.0,80.0,172.0,198.0
design_1886,1886,8,8.62,5.05,15.14,2.47,0.0,17.6,,,,,-1.293,-442.03,808,37682,11,13,9.233,8.333,63.0631,53.1532,58.8235,67.6471,67.6471,False,27.0,22.0,57.0,83.0,162.0,189.0
design_1887,1887,18,10.41,6.66,16.43,0.0,2.3,44.4,,,,,0.224,0.0,0,40639,0,20,7.711,8.333,,,,,,,25.0,99.0,57.0,79.0,235.0,260.0
design_1888,1888,16,13.47,9.43,22.98,0.0,7.03,31.6,,,,,0.217,0.0,0,60942,0,11,7.516,8.333,,,,,,,26.0,31.0,78.0,115.0,224.0,250.0
design_1889,1889,13,7.01,5.85,13.82,4.93,1.62,34.4,,,,,-0.246,-0.269,2,35650,0,10,1.05,8.333,50.4505,60.3604,63.2353,60.2941,63.2353,False,27.0,99.0,52.0,70.0,221.0,248.0
design_1890,1890,5,9.54,5.38,17.17,0.0,3.11,70.0,,,,,-0.078,-0.078,1,70079,10,13,7.691,8.333,84.6847,73.8739,76.4706,86.7647,86.7647,True,24.0,61.0,89.0,203.0,353.0,377.0
design_1891,1891,20,35.75,20.22,54.97,6.3,5.68,23.4,,,,,-20.521,-54224.934,23999,137448,41,41,28.713,8.333,88.964,86.4865,92.6471,91.636,92.6471,True,31.0,53.0,205.0,322.0,580.0,611.0
design_1892,1892,5,5.89,3.17,6.96,0.27,0.0,7.0,,,,,1.259,0.0,0,10309,16,16,6.958,8.333,,,,,,,27.0,16.0,20.0,43.0,79.0,106.0
design_1893,1893,8,12.01,9.77,23.03,29.32,8.11,20.0,,,,,-0.722,-1.011,2,83068,0,15,1.668,8.333,91.8919,56.7568,69.1176,72.0588,91.8919,True,26.0,38.0,90.0,91.0,219.0,245.0
design_1894,1894,7,4.44,3.36,7.58,0.0,3.11,34.4,,,,,0.574,0.0,0,22127,25,25,7.753,8.333,,,,,,,23.0,91.0,28.0,54.0,173.0,196.0
design_1895,1895,20,35.84,24.69,60.33,39.73,8.92,29.8,,,,,-1.937,-2972.817,4513,220776,10,18,9.234,8.333,86.4865,74.7748,89.7059,77.9412,89.7059,True,28.0,66.0,242.0,274.0,582.0,610.0
design_1896,1896,17,21.46,14.29,35.26,42.74,6.62,46.8,,,,,-0.292,-0.735,5,144171,4,15,7.993,8.333,94.5946,68.4685,80.8824,82.3529,94.5946,True,29.0,52.0,147.0,213.0,412.0,441.0
design_1897,1897,2,2.84,1.86,3.67,2.74,2.16,3.6,,,,,1.128,0.0,0,9075,7,7,6.828,8.333,,,,,,,24.0,10.0,13.0,42.0,65.0,89.0
design_1898,1898,16,31.95,20.16,52.19,3.29,0.81,68.0,,,,,-3.218,-16763.783,20340,113684,15,26,11.105,8.333,78.3784,93.6937,97.0588,92.6471,97.0588,True,30.0,48.0,206.0,210.0,464.0,494.0
design_1899,1899,4,2.74,1.59,4.34,0.0,0.0,12.2,,,,,1.28,0.0,0,7687,4,13,6.264,8.333,,,,,,,23.0,84.0,14.0,46.0,144.0,167.0
design_1900,1900,7,9.87,7.79,14.21,0.0,4.05,76.6,,,,,0.572,0.0,0,54900,5,23,7.77,8.333,,,,,,,26.0,25.0,55.0,113.0,193.0,219.0
design_1901,1901,3,2.82,1.76,5.12,0.0,0.0,5.0,,,,,0.312,0.0,0,11531,11,12,7.977,8.333,,,,,,,23.0,10.0,16.0,46.0,72.0,95.0
design_1902,1902,17,35.23,22.88,56.32,0.0,3.65,49.2,,,,,-73.937,-25343.846,14705,267407,167,15,82.14,8.333,88.2883,83.7838,89.7059,88.2353,89.7059,True,29.0,50.0,238.0,208.0,496.0,525.0
design_1903,1903,20,22.12,15.5,30.92,3.84,7.57,58.6,,,,,-0.389,-137.622,768,84175,0,27,8.185,8.333,61.2613,63.0631,77.9412,73.5294,77.9412,False,30.0,48.0,133.0,125.0,306.0,336.0
design_1904,1904,7,1.54,0.88,2.5,0.0,0.0,20.6,,,,,0.442,0.0,0,5668,7,15,7.816,8.333,,,,,,,28.0,12.0,12.0,46.0,70.0,98.0
design_1905,1905,8,11.57,6.95,19.82,14.52,5.68,18.4,,,,,-0.606,-110.221,683,51961,9,14,8.097,8.333,68.4685,81.0811,79.4118,75.0,81.0811,False,25.0,22.0,93.0,112.0,227.0,252.0
design_1906,1906,10,7.53,4.75,12.09,1.64,2.97,49.4,,,,,0.189,0.0,0,29927,0,21,7.15,8.333,,,,,,,27.0,25.0,37.0,70.0,132.0,159.0
design_1907,1907,15,12.05,8.91,17.39,9.04,8.38,21.4,,,,,0.309,0.0,0,58936,7,18,7.062,8.333,,,,,,,29.0,21.0,61.0,73.0,155.0,184.0
design_1908,1908,5,5.13,4.04,9.46,3.84,4.86,17.6,,,,,1.141,0.0,0,28423,0,12,6.385,8.333,,,,,,,25.0,104.0,28.0,54.0,186.0,211.0
design_1909,1909,2,0.48,0.52,1.17,0.27,0.14,43.2,,,,,2.331,0.0,0,2358,6,6,5.285,8.333,,,,,,,22.0,8.0,6.0,39.0,53.0,75.0
design_1910,1910,2,0.95,0.61,1.62,1.1,0.0,40.0,,,,,1.03,0.0,0,3080,3,8,6.606,8.333,,,,,,,24.0,10.0,10.0,45.0,65.0,89.0
design_1911,1911,12,6.06,3.37,9.56,0.0,0.27,31.0,,,,,0.338,0.0,0,24539,8,12,7.252,8.333,,,,,,,27.0,22.0,42.0,65.0,129.0,156.0
design_1912,1912,17,31.41,19.8,52.78,0.0,14.19,44.0,,,,,-3.877,-20025.365,15185,143909,14,25,11.79,8.333,85.3041,82.8829,88.2353,86.0294,88.2353,True,31.0,54.0,200.0,303.0,557.0,588.0
design_1913,1913,10,8.11,5.94,13.42,0.0,3.78,62.0,,,,,0.348,0.0,0,35927,6,22,7.49,8.333,,,,,,,28.0,28.0,43.0,74.0,145.0,173.0
design_1914,1914,5,11.38,7.82,14.08,2.74,2.43,17.6,,,,,0.233,0.0,0,56713,0,28,7.351,8.333,,,,,,,25.0,98.0,85.0,93.0,276.0,301.0
design_1915,1915,12,14.31,10.38,25.42,5.48,7.3,36.0,,,,,-0.363,-266.359,1561,72607,9,23,8.207,8.333,73.8739,77.4775,91.1765,86.9485,91.1765,True,33.0,32.0,129.0,146.0,307.0,340.0
design_1916,1916,12,13.9,10.31,24.95,27.12,6.62,74.8,,,,,0.108,0.0,0,75759,14,19,8.26,8.333,,,,,,,29.0,43.0,94.0,171.0,308.0,337.0
design_1917,1917,16,20.01,17.15,32.89,0.0,24.86,64.0,,,,,0.62,0.0,0,130033,0,13,5.153,8.333,,,,,,,26.0,65.0,130.0,176.0,371.0,397.0
design_1918,1918,7,5.51,3.26,8.15,0.0,2.16,49.8,,,,,-0.273,-0.343,4,18176,0,12,1.078,8.333,65.7658,65.7658,66.1765,66.1765,66.1765,False,26.0,17.0,29.0,60.0,106.0,132.0
design_1919,1919,8,9.27,6.14,13.49,4.11,2.97,70.0,,,,,-1.536,-132.442,175,31730,6,22,8.23,8.333,62.1622,67.5676,83.8235,76.4706,83.8235,False,25.0,24.0,64.0,63.0,151.0,176.0
design_1920,1920,10,8.45,4.61,11.86,0.0,2.84,10.0,,,,,-14.579,-8467.24,4653,30588,55,55,22.172,8.333,67.5676,56.7568,67.6471,60.2941,67.6471,False,25.0,19.0,48.0,61.0,128.0,153.0
design_1921,1921,18,22.27,12.1,36.36,0.0,1.89,60.8,,,,,-2.774,-10315.769,8408,92257,14,14,10.616,8.333,74.7748,72.0721,79.4118,82.3529,82.3529,False,32.0,38.0,122.0,114.0,274.0,306.0
design_1922,1922,12,10.6,6.27,13.87,1.64,3.51,16.8,,,,,-5.019,-956.931,1046,37810,13,26,12.657,8.333,61.2613,68.4685,72.0588,72.0588,72.0588,False,28.0,18.0,68.0,83.0,169.0,197.0
design_1923,1923,5,1.64,1.15,3.03,0.0,0.14,35.0,,,,,-0.542,-14.198,41,6144,0,8,1.481,8.333,43.2432,44.1441,44.1176,47.0588,47.0588,False,27.0,11.0,15.0,47.0,73.0,100.0
design_1924,1924,2,5.67,5.06,9.76,6.03,4.59,5.2,,,,,1.088,0.0,0,30108,0,7,6.426,8.333,,,,,,,26.0,97.0,31.0,52.0,180.0,206.0
design_1925,1925,11,6.63,4.0,9.12,3.29,2.16,12.2,,,,,0.629,0.0,0,22910,6,10,6.706,8.333,,,,,,,30.0,19.0,30.0,72.0,121.0,151.0
design_1926,1926,5,9.81,5.49,15.6,0.0,0.27,15.6,,,,,-1.07,-6.736,42,47590,0,15,2.0,8.333,70.2703,58.5586,85.2941,75.0,85.2941,True,27.0,21.0,62.0,76.0,159.0,186.0
design_1927,1927,19,40.67,23.99,60.67,0.0,9.19,42.2,,,,,-1.483,-494.523,1032,206656,9,19,9.438,8.333,76.5766,71.1712,80.8824,86.7647,86.7647,True,29.0,65.0,220.0,199.0,484.0,513.0
design_1928,1928,12,18.15,12.51,30.67,0.0,10.27,11.6,,,,,0.021,0.0,0,80139,9,14,7.593,8.333,,,,,,,29.0,38.0,119.0,202.0,359.0,388.0
design_1929,1929,13,7.02,4.33,12.28,0.82,2.16,24.6,,,,,0.219,0.0,0,31110,11,13,7.649,8.333,,,,,,,27.0,17.0,47.0,71.0,135.0,162.0
design_1930,1930,7,1.95,1.5,4.02,0.0,0.0,13.8,,,,,0.185,0.0,0,9405,11,12,8.16,8.333,,,,,,,28.0,12.0,14.0,46.0,72.0,100.0
design_1931,1931,8,4.27,1.94,6.53,0.55,0.68,30.2,,,,,-0.249,-0.553,3,14213,0,13,1.052,8.333,58.5586,63.964,70.5882,72.0588,72.0588,False,25.0,13.0,38.0,65.0,116.0,141.0
design_1932,1932,12,13.71,7.83,21.76,0.82,0.41,39.2,,,,,-2.612,-1907.916,2462,52384,17,18,10.52,8.333,69.3694,69.3694,70.5882,72.0588,72.0588,False,28.0,23.0,88.0,106.0,217.0,245.0
design_1933,1933,4,5.35,2.67,7.0,0.55,0.27,52.4,,,,,-1.805,-178.708,352,18659,14,17,10.055,8.333,72.973,75.6757,75.0,72.0588,75.6757,False,25.0,14.0,42.0,59.0,115.0,140.0
design_1934,1934,10,18.11,8.53,26.49,3.01,0.68,42.4,,,,,-2.996,-7355.464,8212,64254,14,24,10.953,8.333,77.4775,73.8739,89.7059,94.1176,94.1176,True,28.0,25.0,110.0,128.0,263.0,291.0
design_1935,1935,12,17.78,11.31,27.82,0.0,4.86,41.6,,,,,0.045,0.0,0,91455,0,16,7.595,8.333,,,,,,,26.0,34.0,117.0,125.0,276.0,302.0
design_1936,1936,12,12.94,7.32,20.18,2.19,2.16,26.6,,,,,0.131,0.0,0,45775,6,11,7.595,8.333,,,,,,,30.0,30.0,72.0,91.0,193.0,223.0
design_1937,1937,11,5.76,3.57,9.43,0.0,2.16,36.6,,,,,-0.238,-0.606,4,24792,0,9,1.041,8.333,58.5586,42.3423,72.0588,52.9412,72.0588,False,27.0,21.0,37.0,57.0,115.0,142.0
design_1938,1938,17,1.86,1.35,3.44,0.0,0.14,13.2,,,,,-0.34,-0.34,1,8226,0,7,1.282,8.333,32.4324,28.8288,33.8235,32.3529,33.8235,False,26.0,19.0,16.0,51.0,86.0,112.0
design_1939,1939,5,1.03,0.63,1.56,0.0,0.0,29.4,,,,,2.056,0.0,0,3730,12,12,6.235,8.333,,,,,,,24.0,9.0,8.0,44.0,61.0,85.0
design_1940,1940,16,67.23,47.33,94.22,0.0,5.68,35.2,,,,,-1.976,-9835.727,21177,576860,13,16,10.268,8.333,93.6233,92.9195,87.5861,93.905,93.905,True,30.0,74.0,437.0,1804.0,2315.0,2345.0
design_1941,1941,2,2.05,0.88,2.68,1.1,0.68,34.0,,,,,-5.921,-1122.488,1087,7444,17,18,13.593,8.333,67.5676,63.964,70.5882,73.5294,73.5294,False,26.0,10.0,29.0,56.0,95.0,121.0
design_1942,1942,11,16.58,8.77,24.96,1.64,7.57,28.2,,,,,-2.017,-3667.029,4942,67209,13,14,9.638,8.333,79.2793,70.2703,75.0,77.9412,79.2793,False,30.0,27.0,93.0,137.0,257.0,287.0
design_1943,1943,10,6.84,4.19,9.29,3.01,4.32,38.8,,,,,0.43,0.0,0,24873,0,12,7.147,8.333,,,,,,,27.0,16.0,34.0,59.0,109.0,136.0
design_1944,1944,5,8.96,7.38,16.77,10.14,5.95,3.0,,,,,-0.198,-0.374,2,50901,10,13,7.895,8.333,86.4865,72.973,86.7647,89.7059,89.7059,True,25.0,18.0,107.0,179.0,304.0,329.0
design_1945,1945,3,1.47,0.75,2.19,0.27,0.0,34.0,,,,,0.226,0.0,0,3653,17,17,8.067,8.333,,,,,,,26.0,10.0,15.0,55.0,80.0,106.0
design_1946,1946,2,5.72,3.26,8.31,12.88,2.84,38.6,,,,,-0.613,-1.374,4,19507,14,17,8.814,8.333,66.6667,70.2703,76.4706,80.8824,80.8824,False,23.0,18.0,43.0,71.0,132.0,155.0
design_1947,1947,4,2.85,1.68,4.88,0.0,0.14,23.2,,,,,0.009,0.0,0,11909,7,11,7.853,8.333,,,,,,,24.0,88.0,19.0,59.0,166.0,190.0
design_1948,1948,16,14.04,9.82,20.87,0.0,9.73,44.6,,,,,-0.62,-50.148,844,81653,4,10,8.494,8.333,62.1622,60.3604,69.1176,63.2353,69.1176,False,28.0,28.0,103.0,131.0,262.0,290.0
design_1949,1949,19,16.78,10.98,25.22,0.0,2.97,50.0,,,,,0.052,0.0,0,83216,8,23,7.428,8.333,,,,,,,27.0,38.0,96.0,96.0,230.0,257.0
design_1950,1950,12,10.05,6.04,14.09,0.0,0.81,31.2,,,,,-0.418,-158.386,949,50791,0,23,7.937,8.333,88.2883,80.1802,79.4118,97.0588,97.0588,True,28.0,21.0,61.0,73.0,155.0,183.0
design_1951,1951,11,5.07,2.95,8.07,0.0,3.11,17.2,,,,,-1.964,-61.464,83,16309,14,14,10.221,8.333,78.3784,64.8649,75.0,95.5882,95.5882,True,28.0,16.0,44.0,62.0,122.0,150.0
design_1952,1952,3,2.93,1.53,3.58,0.0,0.0,27.8,,,,,1.234,0.0,0,5706,12,13,7.122,8.333,,,,,,,25.0,10.0,14.0,44.0,68.0,93.0
design_1953,1953,5,3.19,2.71,4.58,0.27,0.0,16.4,,,,,1.667,0.0,0,8907,15,15,6.316,8.333,,,,,,,25.0,15.0,17.0,46.0,78.0,103.0
design_1954,1954,7,12.71,6.07,15.27,0.0,0.81,91.6,,,,,-0.994,-231.834,765,23916,26,29,8.902,8.333,79.2793,75.6757,91.1765,76.4706,91.1765,True,28.0,34.0,81.0,96.0,211.0,239.0
design_1955,1955,15,7.39,5.53,12.44,12.33,1.35,22.0,,,,,-0.136,-0.136,1,41946,0,20,0.94,8.333,65.7658,63.0631,64.7059,64.7059,65.7658,False,28.0,20.0,45.0,65.0,130.0,158.0
design_1956,1956,19,26.88,17.86,40.3,0.0,12.57,33.0,,,,,-1.561,-2320.939,3036,165045,12,18,9.88,8.333,85.6419,91.2162,86.3855,86.3281,91.2162,True,27.0,43.0,154.0,236.0,433.0,460.0
design_1957,1957,8,12.27,7.56,22.09,6.03,2.7,9.2,,,,,-0.354,-6.814,61,57232,8,19,8.61,8.333,90.0901,82.8829,91.1765,98.5294,98.5294,True,24.0,24.0,155.0,132.0,311.0,335.0
design_1958,1958,14,15.09,9.49,20.87,6.03,8.51,86.6,,,,,-6.085,-37875.051,15252,63086,14,15,13.944,8.333,71.1712,81.0811,79.4118,86.7647,86.7647,True,29.0,31.0,90.0,89.0,210.0,239.0
design_1959,1959,17,16.9,11.0,29.14,0.0,4.32,31.0,,,,,-2.406,-3601.01,3295,79143,13,17,10.178,8.333,59.4595,65.7658,70.5882,88.2353,88.2353,True,31.0,34.0,106.0,110.0,250.0,281.0
design_1960,1960,6,3.47,2.15,5.66,1.37,0.54,24.8,,,,,0.661,0.0,0,12643,7,13,7.029,8.333,,,,,,,24.0,13.0,21.0,57.0,91.0,115.0
design_1961,1961,12,17.47,9.71,26.66,1.37,2.3,6.8,,,,,-1.788,-55.25,72,72684,14,18,10.048,8.333,71.1712,69.3694,72.0588,79.4118,79.4118,False,29.0,26.0,108.0,98.0,232.0,261.0
design_1962,1962,5,7.58,3.94,11.46,4.11,2.7,33.8,,,,,-8.425,-3366.355,2735,27666,22,22,16.037,8.333,74.7748,63.964,79.4118,73.5294,79.4118,False,28.0,21.0,70.0,76.0,167.0,195.0
design_1963,1963,11,5.26,2.96,6.36,0.0,0.68,13.0,,,,,0.859,0.0,0,11813,7,11,7.379,8.333,,,,,,,26.0,18.0,24.0,54.0,96.0,122.0
design_1964,1964,19,2.07,1.31,3.45,1.1,0.14,32.0,,,,,0.558,0.0,0,6020,7,7,7.76,8.333,,,,,,,27.0,15.0,13.0,42.0,70.0,97.0
design_1965,1965,8,12.21,5.78,17.75,1.92,0.0,35.4,,,,,-93.943,-5956.994,1262,56536,338,12,101.941,8.333,52.2523,82.8829,66.1765,64.7059,82.8829,False,25.0,102.0,77.0,101.0,280.0,305.0
design_1966,1966,20,22.24,13.11,36.81,5.48,7.57,83.6,,,,,-9.93,-7335.219,5747,129047,11,14,16.593,8.333,59.4595,63.0631,72.0588,64.7059,72.0588,False,22.0,33.0,104.0,72.0,209.0,231.0
design_1967,1967,12,22.89,12.11,32.0,4.93,3.78,16.4,,,,,-91.263,-54482.0,11459,98665,244,25,98.917,8.333,74.7748,72.0721,80.8824,89.7059,89.7059,True,26.0,32.0,104.0,116.0,252.0,278.0
design_1968,1968,11,16.58,14.47,25.7,4.11,13.65,70.8,,,,,0.37,0.0,0,87832,2,27,7.941,8.333,,,,,,,27.0,37.0,82.0,84.0,203.0,230.0
design_1969,1969,11,23.13,10.92,36.32,0.0,3.65,12.6,,,,,-55.608,-77740.422,21700,79693,194,190,63.123,8.333,67.5676,92.7928,98.5294,92.6471,98.5294,True,28.0,63.0,108.0,131.0,302.0,330.0
design_1970,1970,5,4.27,3.39,7.62,0.82,0.54,20.2,,,,,-0.232,-0.233,2,19825,0,15,1.009,8.333,48.6486,48.6486,48.5294,51.4706,51.4706,False,25.0,95.0,27.0,56.0,178.0,203.0
design_1971,1971,20,23.96,14.1,37.32,21.37,3.24,20.6,,,,,0.206,0.0,0,156121,16,16,8.036,8.333,,,,,,,23.0,37.0,95.0,93.0,225.0,248.0
design_1972,1972,3,0.83,0.69,1.66,0.0,0.0,27.2,,,,,-0.247,-0.326,3,3209,0,6,1.049,8.333,36.9369,30.6306,38.2353,30.8824,38.2353,False,24.0,9.0,11.0,40.0,60.0,84.0
design_1973,1973,11,5.89,5.16,9.4,7.4,6.22,87.2,,,,,1.17,0.0,0,35356,12,13,7.119,8.333,,,,,,,28.0,23.0,33.0,62.0,118.0,146.0
design_1974,1974,5,13.78,9.11,22.55,5.21,0.27,10.8,,,,,-0.355,-0.4,2,116384,9,12,7.914,8.333,72.973,72.0721,91.1765,88.2353,91.1765,True,27.0,24.0,97.0,116.0,237.0,264.0
design_1975,1975,11,25.91,17.24,45.99,0.0,11.62,17.6,,,,,-3.341,-14582.363,15877,122092,15,15,11.126,8.333,88.7387,88.2883,86.1213,85.2941,88.7387,True,28.0,45.0,147.0,236.0,428.0,456.0
design_1976,1976,2,1.29,1.46,2.93,9.04,3.65,28.0,,,,,0.575,0.0,0,12447,0,12,7.154,8.333,,,,,,,25.0,19.0,14.0,47.0,80.0,105.0
design_1977,1977,9,5.49,3.09,8.68,0.0,1.49,48.0,,,,,-0.068,-0.331,13,23247,10,12,8.407,8.333,60.3604,68.4685,66.1765,66.1765,68.4685,False,27.0,14.0,50.0,70.0,134.0,161.0
design_1978,1978,5,1.48,0.79,2.25,0.0,0.0,7.6,,,,,-0.249,-0.249,1,4886,0,9,1.052,8.333,45.045,37.8378,42.6471,57.3529,57.3529,False,26.0,11.0,13.0,45.0,69.0,95.0
design_1979,1979,5,8.91,5.12,10.57,0.82,0.0,25.4,,,,,0.613,0.0,0,24837,14,19,7.64,8.333,,,,,,,26.0,15.0,32.0,54.0,101.0,127.0
design_1980,1980,15,14.29,7.42,21.28,0.0,4.59,2.6,,,,,-1.559,-387.932,929,49884,12,14,9.482,8.333,91.8919,66.6667,85.2941,95.5882,95.5882,True,29.0,27.0,84.0,146.0,257.0,286.0
design_1981,1981,10,4.49,3.65,6.68,0.0,0.0,30.4,,,,,-0.453,-0.453,1,15847,0,16,1.391,8.333,52.2523,53.1532,51.4706,52.9412,53.1532,False,26.0,14.0,34.0,54.0,102.0,128.0
design_1982,1982,6,12.86,7.7,22.14,16.44,4.46,23.6,,,,,-0.049,-0.097,2,69181,11,15,8.156,8.333,73.8739,71.1712,80.8824,70.5882,80.8824,False,28.0,25.0,84.0,129.0,238.0,266.0
design_1983,1983,4,2.16,1.48,4.17,0.0,0.0,24.8,,,,,0.044,0.0,0,9898,7,10,7.647,8.333,,,,,,,27.0,93.0,26.0,65.0,184.0,211.0
design_1984,1984,8,4.67,2.89,7.51,1.37,0.54,28.2,,,,,0.25,0.0,0,21425,10,11,7.929,8.333,,,,,,,28.0,15.0,39.0,61.0,115.0,143.0
design_1985,1985,11,1.73,1.23,2.9,0.0,0.0,4.0,,,,,-0.238,-0.238,1,7786,0,7,1.041,8.333,47.7477,34.2342,39.7059,35.2941,47.7477,False,27.0,11.0,18.0,44.0,73.0,100.0
design_1986,1986,10,9.2,7.01,13.9,0.0,9.86,6.6,,,,,0.224,0.0,0,47628,6,15,7.891,8.333,,,,,,,28.0,26.0,53.0,88.0,167.0,195.0
design_1987,1987,14,9.03,5.96,14.91,0.0,5.0,37.0,,,,,0.174,0.0,0,39583,10,17,7.961,8.333,,,,,,,27.0,17.0,56.0,77.0,150.0,177.0
